qid,term,topic,subtopic,difficulty,questiontype,parentid,orderinparent,questiontext,optiona,optionb,optionc,optiond,correctanswer,hint,detailedsolution,imagelocation,tags,engine_type,mode,json_reference,model_url,has_hotspots,wordbank,question_score,full_json_content,filename,folder
study_ven_solving_S6,T1,Venn Strategy,Placing Information,E,Read,,6,"5. The Outsiders: What about numbers not in A or B?If Total = {3, 4, 5, 6, 7, 8}, then 7 and 8 go Outside.This is called the Complement (A ∪ B)'.",,,,,,,,,[],MATH_STUDY,study,content/math/set_theory/quest_06_placing_info_on_venn_diagrams/study_ven_solving.json,,No,,0,"{   ""engineType"": ""MATH_STUDY"",   ""mode"": ""study"",   ""topic"": ""Venn Strategy"",   ""variantTitle"": ""Placing Information"",   ""slides"": [     {       ""title"": ""The Golden Rule"",       ""text"": ""To fill a Venn Diagram correctly, there is one Golden Rule:<br><br><b>Fill the Intersection FIRST!</b><br><br>Let's see why, using Red shapes and Circles."",       ""visualType"": ""VENN_DIAGRAM"",       ""labels"": [""Red"", ""Circle""],       ""elements"": { ""center"": ""Start Here!"" },       ""highlight"": [""center""]     },     {       ""title"": ""1. Visual Sorting"",       ""text"": ""<b>Set A:</b> Red Objects.<br><b>Set B:</b> Circles.<br><br>Where does a <span style='color:#ef4444'>Red</span> <span style='color:#2563eb'>Circle</span> go?<br>It is BOTH, so it goes in the <b>Middle</b> (Intersection)."",       ""visualType"": ""VENN_DIAGRAM"",       ""labels"": [""Red"", ""Circle""],       ""elements"": { ""left"": ""🟥"", ""center"": ""🔴"", ""right"": ""🔵"" },       ""highlight"": [""center""]     },     {       ""title"": ""2. Decoding Lists"",       ""text"": ""Now let's use numbers. Sometimes lists are hidden in algebra!<br><br><b>A = { x : 2 < x < 6 }</b><br>This means 'numbers between 2 and 6'.<br>List: <b>{ 3, 4, 5 }</b>"",       ""visualType"": ""FINITE_BASKET"",       ""visualData"": [""3"", ""4"", ""5""]     },     {       ""title"": ""3. Comparing Lists"",       ""text"": ""<b>Set A</b> = { 3, 4, 5 }<br><b>Set B</b> = { 4, 5, 6 }<br><br>What is in <b>BOTH</b>? { 4, 5 }.<br>We place these in the middle immediately."",       ""visualType"": ""VENN_DIAGRAM"",       ""labels"": [""A"", ""B""],       ""elements"": { ""center"": ""4, 5"" },       ""highlight"": [""center""]     },     {       ""title"": ""4. Subtract for 'Only'"",       ""text"": ""Set A has {3, 4, 5}. But {4, 5} are already in the middle!<br><br>So, <b>A Only</b> gets the remaining member: <b>3</b>.<br>Similarly, <b>B Only</b> gets <b>6</b>."",       ""visualType"": ""VENN_DIAGRAM"",       ""labels"": [""A"", ""B""],       ""elements"": { ""left"": ""3"", ""center"": ""4, 5"", ""right"": ""6"" },       ""highlight"": [""left"", ""right""]     },     {       ""title"": ""5. The Outsiders"",       ""text"": ""What about numbers not in A or B?<br><br>If Total = {3, 4, 5, 6, 7, 8}, then <b>7 and 8</b> go <b>Outside</b>.<br>This is called the Complement <span class='sym'>(A ∪ B)'</span>."",       ""visualType"": ""VENN_DIAGRAM"",       ""labels"": [""A"", ""B""],       ""elements"": { ""left"": ""3"", ""center"": ""4, 5"", ""right"": ""6"", ""outside"": ""7, 8"" },       ""highlight"": [""outside""]     }   ] }",study_ven_solving.json,quest_06_placing_info_on_venn_diagrams
07-001_Q1,T1,Solving for Unknowns,Quest 7: Finding X,E,Simulation,,1,"Given n(R) = 25, find x.",,,,,,The total of circle R is x + 10. So x + 10 = 25.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_07_solving_for_unknowns/07-001.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Solving for Unknowns"",   ""variantTitle"": ""Quest 7: Finding X"",   ""sets"": {     ""A"": { ""label"": ""R"", ""color"": ""#9333ea"" },     ""B"": { ""label"": ""M"", ""color"": ""#db2777"" }   },   ""zones"": {     ""left"": [""x""],     ""center"": [""10""],     ""right"": [""2x""],     ""outside"": []   },   ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""left_total"",       ""equation_target"": 25,       ""expected_x"": 15,       ""prompt"": ""Given <span style='color:#9333ea'>n(R) = 25</span>, find <b>x</b>."",       ""hint"": ""The total of circle R is x + 10. So x + 10 = 25.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""right_total"",       ""x_val"": 15,       ""prompt"": ""How many pupils eat <span style='color:#db2777'>Matooke</span>?"",       ""hint"": ""n(M) = Intersection + Right Only. Add 10 + 2x (using x=15).""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""symmetric_difference"",       ""x_val"": 15,       ""prompt"": ""How many eat <span style='font-style:italic'>one type</span> only?"",       ""hint"": ""Add (R Only) + (M Only). That is x + 2x.""     }   ] }",07-001.json,quest_07_solving_for_unknowns
07-001_Q2,T1,Solving for Unknowns,Quest 7: Finding X,E,Simulation,,2,How many pupils eat Matooke?,,,,,,n(M) = Intersection + Right Only. Add 10 + 2x (using x=15).,,,[],SET_THEORY,quiz,content/math/set_theory/quest_07_solving_for_unknowns/07-001.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Solving for Unknowns"",   ""variantTitle"": ""Quest 7: Finding X"",   ""sets"": {     ""A"": { ""label"": ""R"", ""color"": ""#9333ea"" },     ""B"": { ""label"": ""M"", ""color"": ""#db2777"" }   },   ""zones"": {     ""left"": [""x""],     ""center"": [""10""],     ""right"": [""2x""],     ""outside"": []   },   ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""left_total"",       ""equation_target"": 25,       ""expected_x"": 15,       ""prompt"": ""Given <span style='color:#9333ea'>n(R) = 25</span>, find <b>x</b>."",       ""hint"": ""The total of circle R is x + 10. So x + 10 = 25.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""right_total"",       ""x_val"": 15,       ""prompt"": ""How many pupils eat <span style='color:#db2777'>Matooke</span>?"",       ""hint"": ""n(M) = Intersection + Right Only. Add 10 + 2x (using x=15).""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""symmetric_difference"",       ""x_val"": 15,       ""prompt"": ""How many eat <span style='font-style:italic'>one type</span> only?"",       ""hint"": ""Add (R Only) + (M Only). That is x + 2x.""     }   ] }",07-001.json,quest_07_solving_for_unknowns
07-001_Q3,T1,Solving for Unknowns,Quest 7: Finding X,E,Simulation,,3,How many eat one type only?,,,,,,Add (R Only) + (M Only). That is x + 2x.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_07_solving_for_unknowns/07-001.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Solving for Unknowns"",   ""variantTitle"": ""Quest 7: Finding X"",   ""sets"": {     ""A"": { ""label"": ""R"", ""color"": ""#9333ea"" },     ""B"": { ""label"": ""M"", ""color"": ""#db2777"" }   },   ""zones"": {     ""left"": [""x""],     ""center"": [""10""],     ""right"": [""2x""],     ""outside"": []   },   ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""left_total"",       ""equation_target"": 25,       ""expected_x"": 15,       ""prompt"": ""Given <span style='color:#9333ea'>n(R) = 25</span>, find <b>x</b>."",       ""hint"": ""The total of circle R is x + 10. So x + 10 = 25.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""right_total"",       ""x_val"": 15,       ""prompt"": ""How many pupils eat <span style='color:#db2777'>Matooke</span>?"",       ""hint"": ""n(M) = Intersection + Right Only. Add 10 + 2x (using x=15).""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""symmetric_difference"",       ""x_val"": 15,       ""prompt"": ""How many eat <span style='font-style:italic'>one type</span> only?"",       ""hint"": ""Add (R Only) + (M Only). That is x + 2x.""     }   ] }",07-001.json,quest_07_solving_for_unknowns
07-002_Q1,T1,Complex Equations,Quest 7-002: Advanced Algebra,E,Simulation,,1,"Given n(B) = 50, find x.",,,,,,Pink Circle Total: x + (3x + 10) = 50. So 4x = 40.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_07_solving_for_unknowns/07-002.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Complex Equations"",   ""variantTitle"": ""Quest 7-002: Advanced Algebra"",   ""sets"": {     ""A"": { ""label"": ""C"", ""color"": ""#9333ea"" },     ""B"": { ""label"": ""B"", ""color"": ""#db2777"" }   },   ""zones"": {     ""left"": [""2x+5""],     ""center"": [""x""],     ""right"": [""3x+10""],     ""outside"": []   },   ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""right_total"",       ""equation_target"": 50,       ""expected_x"": 10,       ""prompt"": ""Given <span style='color:#db2777'>n(B) = 50</span>, find <b>x</b>."",       ""hint"": ""Pink Circle Total: x + (3x + 10) = 50. So 4x = 40.""     },     {       ""retain_visuals"": true,       ""type"": ""ALGEBRA_SUBSTITUTE"",       ""targetRegion"": ""left_total"",       ""x_val"": 10,       ""expression"": ""3x + 5"",       ""prompt"": ""How many grow <span style='color:#9333ea'>Coffee</span>?"",       ""hint"": ""n(C) = (2x + 5) + x. Substitute x=10.""     },     {       ""retain_visuals"": true,       ""type"": ""ALGEBRA_SUBSTITUTE"",       ""targetRegion"": ""right_only"",       ""x_val"": 10,       ""expression"": ""3x + 10"",       ""prompt"": ""Farmers growing <span style='color:#db2777'>Beans but not Coffee</span>?"",       ""hint"": ""This is n(B only). Calculate 3(10) + 10.""     }   ] }",07-002.json,quest_07_solving_for_unknowns
07-002_Q2,T1,Complex Equations,Quest 7-002: Advanced Algebra,E,Simulation,,2,How many grow Coffee?,,,,,,n(C) = (2x + 5) + x. Substitute x=10.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_07_solving_for_unknowns/07-002.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Complex Equations"",   ""variantTitle"": ""Quest 7-002: Advanced Algebra"",   ""sets"": {     ""A"": { ""label"": ""C"", ""color"": ""#9333ea"" },     ""B"": { ""label"": ""B"", ""color"": ""#db2777"" }   },   ""zones"": {     ""left"": [""2x+5""],     ""center"": [""x""],     ""right"": [""3x+10""],     ""outside"": []   },   ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""right_total"",       ""equation_target"": 50,       ""expected_x"": 10,       ""prompt"": ""Given <span style='color:#db2777'>n(B) = 50</span>, find <b>x</b>."",       ""hint"": ""Pink Circle Total: x + (3x + 10) = 50. So 4x = 40.""     },     {       ""retain_visuals"": true,       ""type"": ""ALGEBRA_SUBSTITUTE"",       ""targetRegion"": ""left_total"",       ""x_val"": 10,       ""expression"": ""3x + 5"",       ""prompt"": ""How many grow <span style='color:#9333ea'>Coffee</span>?"",       ""hint"": ""n(C) = (2x + 5) + x. Substitute x=10.""     },     {       ""retain_visuals"": true,       ""type"": ""ALGEBRA_SUBSTITUTE"",       ""targetRegion"": ""right_only"",       ""x_val"": 10,       ""expression"": ""3x + 10"",       ""prompt"": ""Farmers growing <span style='color:#db2777'>Beans but not Coffee</span>?"",       ""hint"": ""This is n(B only). Calculate 3(10) + 10.""     }   ] }",07-002.json,quest_07_solving_for_unknowns
07-002_Q3,T1,Complex Equations,Quest 7-002: Advanced Algebra,E,Simulation,,3,Farmers growing Beans but not Coffee?,,,,,,This is n(B only). Calculate 3(10) + 10.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_07_solving_for_unknowns/07-002.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Complex Equations"",   ""variantTitle"": ""Quest 7-002: Advanced Algebra"",   ""sets"": {     ""A"": { ""label"": ""C"", ""color"": ""#9333ea"" },     ""B"": { ""label"": ""B"", ""color"": ""#db2777"" }   },   ""zones"": {     ""left"": [""2x+5""],     ""center"": [""x""],     ""right"": [""3x+10""],     ""outside"": []   },   ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""right_total"",       ""equation_target"": 50,       ""expected_x"": 10,       ""prompt"": ""Given <span style='color:#db2777'>n(B) = 50</span>, find <b>x</b>."",       ""hint"": ""Pink Circle Total: x + (3x + 10) = 50. So 4x = 40.""     },     {       ""retain_visuals"": true,       ""type"": ""ALGEBRA_SUBSTITUTE"",       ""targetRegion"": ""left_total"",       ""x_val"": 10,       ""expression"": ""3x + 5"",       ""prompt"": ""How many grow <span style='color:#9333ea'>Coffee</span>?"",       ""hint"": ""n(C) = (2x + 5) + x. Substitute x=10.""     },     {       ""retain_visuals"": true,       ""type"": ""ALGEBRA_SUBSTITUTE"",       ""targetRegion"": ""right_only"",       ""x_val"": 10,       ""expression"": ""3x + 10"",       ""prompt"": ""Farmers growing <span style='color:#db2777'>Beans but not Coffee</span>?"",       ""hint"": ""This is n(B only). Calculate 3(10) + 10.""     }   ] }",07-002.json,quest_07_solving_for_unknowns
07-003_Q1,T1,Solving from Regions,Quest 7-003: Region Algebra,E,Simulation,,1,"If 20 pupils like Mangoes ONLY, find y.",,,,,,Left Region = 20. Equation: 3y + 5 = 20.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_07_solving_for_unknowns/07-003.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Solving from Regions"",   ""variantTitle"": ""Quest 7-003: Region Algebra"",   ""sets"": {     ""A"": { ""label"": ""M"", ""color"": ""#9333ea"" },     ""B"": { ""label"": ""O"", ""color"": ""#db2777"" }   },   ""zones"": {     ""left"": [""3y+5""],     ""center"": [""y""],     ""right"": [""2y+8""],     ""outside"": []   },   ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""left_only"",       ""equation_target"": 20,       ""expected_x"": 5,       ""prompt"": ""If <span style='color:#9333ea'>20 pupils</span> like Mangoes ONLY, find <b>y</b>."",       ""hint"": ""Left Region = 20. Equation: 3y + 5 = 20.""     },     {       ""retain_visuals"": true,       ""type"": ""ALGEBRA_SUBSTITUTE"",       ""targetRegion"": ""right_only"",       ""x_val"": 5,       ""expression"": ""2y + 8"",       ""prompt"": ""How many like <span style='color:#db2777'>Oranges ONLY</span>?"",       ""hint"": ""Calculate 2(5) + 8.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""union"",       ""x_val"": 5,       ""prompt"": ""Find the <b>Total Number</b> of pupils."",       ""hint"": ""Sum all regions: 20 + 5 + 18.""     }   ] }",07-003.json,quest_07_solving_for_unknowns
07-003_Q2,T1,Solving from Regions,Quest 7-003: Region Algebra,E,Simulation,,2,How many like Oranges ONLY?,,,,,,Calculate 2(5) + 8.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_07_solving_for_unknowns/07-003.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Solving from Regions"",   ""variantTitle"": ""Quest 7-003: Region Algebra"",   ""sets"": {     ""A"": { ""label"": ""M"", ""color"": ""#9333ea"" },     ""B"": { ""label"": ""O"", ""color"": ""#db2777"" }   },   ""zones"": {     ""left"": [""3y+5""],     ""center"": [""y""],     ""right"": [""2y+8""],     ""outside"": []   },   ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""left_only"",       ""equation_target"": 20,       ""expected_x"": 5,       ""prompt"": ""If <span style='color:#9333ea'>20 pupils</span> like Mangoes ONLY, find <b>y</b>."",       ""hint"": ""Left Region = 20. Equation: 3y + 5 = 20.""     },     {       ""retain_visuals"": true,       ""type"": ""ALGEBRA_SUBSTITUTE"",       ""targetRegion"": ""right_only"",       ""x_val"": 5,       ""expression"": ""2y + 8"",       ""prompt"": ""How many like <span style='color:#db2777'>Oranges ONLY</span>?"",       ""hint"": ""Calculate 2(5) + 8.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""union"",       ""x_val"": 5,       ""prompt"": ""Find the <b>Total Number</b> of pupils."",       ""hint"": ""Sum all regions: 20 + 5 + 18.""     }   ] }",07-003.json,quest_07_solving_for_unknowns
07-003_Q3,T1,Solving from Regions,Quest 7-003: Region Algebra,E,Simulation,,3,Find the Total Number of pupils.,,,,,,Sum all regions: 20 + 5 + 18.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_07_solving_for_unknowns/07-003.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Solving from Regions"",   ""variantTitle"": ""Quest 7-003: Region Algebra"",   ""sets"": {     ""A"": { ""label"": ""M"", ""color"": ""#9333ea"" },     ""B"": { ""label"": ""O"", ""color"": ""#db2777"" }   },   ""zones"": {     ""left"": [""3y+5""],     ""center"": [""y""],     ""right"": [""2y+8""],     ""outside"": []   },   ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""left_only"",       ""equation_target"": 20,       ""expected_x"": 5,       ""prompt"": ""If <span style='color:#9333ea'>20 pupils</span> like Mangoes ONLY, find <b>y</b>."",       ""hint"": ""Left Region = 20. Equation: 3y + 5 = 20.""     },     {       ""retain_visuals"": true,       ""type"": ""ALGEBRA_SUBSTITUTE"",       ""targetRegion"": ""right_only"",       ""x_val"": 5,       ""expression"": ""2y + 8"",       ""prompt"": ""How many like <span style='color:#db2777'>Oranges ONLY</span>?"",       ""hint"": ""Calculate 2(5) + 8.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""union"",       ""x_val"": 5,       ""prompt"": ""Find the <b>Total Number</b> of pupils."",       ""hint"": ""Sum all regions: 20 + 5 + 18.""     }   ] }",07-003.json,quest_07_solving_for_unknowns
07-004_Q1,T1,Symmetric Difference,Quest 7-004: Only One Type,E,Simulation,,1,"If 36 pupils do only one activity, find k.",,,,,,(Left Only) + (Right Only) = 36. So 4k + (2k+6) = 36.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_07_solving_for_unknowns/07-004.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Symmetric Difference"",   ""variantTitle"": ""Quest 7-004: Only One Type"",   ""sets"": {     ""A"": { ""label"": ""D"", ""color"": ""#9333ea"" },     ""B"": { ""label"": ""S"", ""color"": ""#db2777"" }   },   ""zones"": {     ""left"": [""4k""],     ""center"": [""k+2""],     ""right"": [""2k+6""],     ""outside"": []   },   ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""symmetric_difference"",       ""equation_target"": 36,       ""expected_x"": 5,       ""prompt"": ""If <span style='color:#9333ea'>36 pupils</span> do <b>only one</b> activity, find <b>k</b>."",       ""hint"": ""(Left Only) + (Right Only) = 36. So 4k + (2k+6) = 36.""     },     {       ""retain_visuals"": true,       ""type"": ""ALGEBRA_SUBSTITUTE"",       ""targetRegion"": ""intersection"",       ""x_val"": 5,       ""expression"": ""k+2"",       ""prompt"": ""How many pupils do <span style='color:#64748b'>both</span> activities?"",       ""hint"": ""k + 2""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""left_total"",       ""x_val"": 5,       ""prompt"": ""Total pupils in <span style='color:#9333ea'>Dancing</span>?"",       ""hint"": ""n(D) = (4k) + (k+2)""     }   ] }",07-004.json,quest_07_solving_for_unknowns
07-004_Q2,T1,Symmetric Difference,Quest 7-004: Only One Type,E,Simulation,,2,How many pupils do both activities?,,,,,,k + 2,,,[],SET_THEORY,quiz,content/math/set_theory/quest_07_solving_for_unknowns/07-004.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Symmetric Difference"",   ""variantTitle"": ""Quest 7-004: Only One Type"",   ""sets"": {     ""A"": { ""label"": ""D"", ""color"": ""#9333ea"" },     ""B"": { ""label"": ""S"", ""color"": ""#db2777"" }   },   ""zones"": {     ""left"": [""4k""],     ""center"": [""k+2""],     ""right"": [""2k+6""],     ""outside"": []   },   ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""symmetric_difference"",       ""equation_target"": 36,       ""expected_x"": 5,       ""prompt"": ""If <span style='color:#9333ea'>36 pupils</span> do <b>only one</b> activity, find <b>k</b>."",       ""hint"": ""(Left Only) + (Right Only) = 36. So 4k + (2k+6) = 36.""     },     {       ""retain_visuals"": true,       ""type"": ""ALGEBRA_SUBSTITUTE"",       ""targetRegion"": ""intersection"",       ""x_val"": 5,       ""expression"": ""k+2"",       ""prompt"": ""How many pupils do <span style='color:#64748b'>both</span> activities?"",       ""hint"": ""k + 2""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""left_total"",       ""x_val"": 5,       ""prompt"": ""Total pupils in <span style='color:#9333ea'>Dancing</span>?"",       ""hint"": ""n(D) = (4k) + (k+2)""     }   ] }",07-004.json,quest_07_solving_for_unknowns
07-004_Q3,T1,Symmetric Difference,Quest 7-004: Only One Type,E,Simulation,,3,Total pupils in Dancing?,,,,,,n(D) = (4k) + (k+2),,,[],SET_THEORY,quiz,content/math/set_theory/quest_07_solving_for_unknowns/07-004.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Symmetric Difference"",   ""variantTitle"": ""Quest 7-004: Only One Type"",   ""sets"": {     ""A"": { ""label"": ""D"", ""color"": ""#9333ea"" },     ""B"": { ""label"": ""S"", ""color"": ""#db2777"" }   },   ""zones"": {     ""left"": [""4k""],     ""center"": [""k+2""],     ""right"": [""2k+6""],     ""outside"": []   },   ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""symmetric_difference"",       ""equation_target"": 36,       ""expected_x"": 5,       ""prompt"": ""If <span style='color:#9333ea'>36 pupils</span> do <b>only one</b> activity, find <b>k</b>."",       ""hint"": ""(Left Only) + (Right Only) = 36. So 4k + (2k+6) = 36.""     },     {       ""retain_visuals"": true,       ""type"": ""ALGEBRA_SUBSTITUTE"",       ""targetRegion"": ""intersection"",       ""x_val"": 5,       ""expression"": ""k+2"",       ""prompt"": ""How many pupils do <span style='color:#64748b'>both</span> activities?"",       ""hint"": ""k + 2""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""left_total"",       ""x_val"": 5,       ""prompt"": ""Total pupils in <span style='color:#9333ea'>Dancing</span>?"",       ""hint"": ""n(D) = (4k) + (k+2)""     }   ] }",07-004.json,quest_07_solving_for_unknowns
07-005_Q1,T1,Equal Sets,Quest 7-005: Equating Sets,E,Simulation,,1,"If n(L) = n(E), find m.",,,,,,(5m+4) + m = m + (3m+12). Simplify to 6m+4 = 4m+12.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_07_solving_for_unknowns/07-005.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Equal Sets"",   ""variantTitle"": ""Quest 7-005: Equating Sets"",   ""sets"": {     ""A"": { ""label"": ""L"", ""color"": ""#9333ea"" },     ""B"": { ""label"": ""E"", ""color"": ""#db2777"" }   },   ""zones"": {     ""left"": [""5m+4""],     ""center"": [""m""],     ""right"": [""3m+12""],     ""outside"": []   },   ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""union"",       ""expected_x"": 4,       ""prompt"": ""If <span style='color:#9333ea'>n(L)</span> = <span style='color:#db2777'>n(E)</span>, find <b>m</b>."",       ""hint"": ""(5m+4) + m = m + (3m+12). Simplify to 6m+4 = 4m+12.""     },     {       ""retain_visuals"": true,       ""type"": ""ALGEBRA_SUBSTITUTE"",       ""targetRegion"": ""left_only"",       ""x_val"": 4,       ""expression"": ""5m + 4"",       ""prompt"": ""How many speak <span style='color:#9333ea'>Luganda only</span>?"",       ""hint"": ""5(4) + 4""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""union"",       ""x_val"": 4,       ""prompt"": ""How many pupils in the class <b>altogether</b>?"",       ""hint"": ""Sum all parts: 24 + 4 + 24.""     }   ] }",07-005.json,quest_07_solving_for_unknowns
07-005_Q2,T1,Equal Sets,Quest 7-005: Equating Sets,E,Simulation,,2,How many speak Luganda only?,,,,,,5(4) + 4,,,[],SET_THEORY,quiz,content/math/set_theory/quest_07_solving_for_unknowns/07-005.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Equal Sets"",   ""variantTitle"": ""Quest 7-005: Equating Sets"",   ""sets"": {     ""A"": { ""label"": ""L"", ""color"": ""#9333ea"" },     ""B"": { ""label"": ""E"", ""color"": ""#db2777"" }   },   ""zones"": {     ""left"": [""5m+4""],     ""center"": [""m""],     ""right"": [""3m+12""],     ""outside"": []   },   ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""union"",       ""expected_x"": 4,       ""prompt"": ""If <span style='color:#9333ea'>n(L)</span> = <span style='color:#db2777'>n(E)</span>, find <b>m</b>."",       ""hint"": ""(5m+4) + m = m + (3m+12). Simplify to 6m+4 = 4m+12.""     },     {       ""retain_visuals"": true,       ""type"": ""ALGEBRA_SUBSTITUTE"",       ""targetRegion"": ""left_only"",       ""x_val"": 4,       ""expression"": ""5m + 4"",       ""prompt"": ""How many speak <span style='color:#9333ea'>Luganda only</span>?"",       ""hint"": ""5(4) + 4""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""union"",       ""x_val"": 4,       ""prompt"": ""How many pupils in the class <b>altogether</b>?"",       ""hint"": ""Sum all parts: 24 + 4 + 24.""     }   ] }",07-005.json,quest_07_solving_for_unknowns
